__Title__,__URL__,Image Subject,Penn Archival Type,Penn Archival Folder Number,Penn Archival Image Number,Penn Archival Box Number,Penn Archival Image Label,Transcription,Field Number,Transcribed Context,Transcribed Measurements,Transcribed Legrain Category,Legrain Card Includes Photo,Legrain Card Includes Drawing,Penn Archival Card Number,Transcribed Museum Number,Field Photo Number,Transcribed Catalogue Number,Title,Description (Media Properties),Date,Author,Publisher,Publication place,Volume,Journal,Editors,Title of Article,Issue,Citation,Pages
8732,http://www.ur-online.org/media_item/181760/
PH,http://www.ur-online.org/media_item/189440/,Travel; People; Female; Male; Western Visitors; Children,PH,F02,005a,B17,LP107
F46,http://www.ur-online.org/media_item/189952/,,,F46,,B08,,Fr_t-Fem. waist up w. Drab,1136,Dq.,39 mm,Nude Fem-H_d-raised,No,Yes,C027
F00A,http://www.ur-online.org/media_item/191232/,,,F00A,,B08,,Fr_t Fem. Fig. clasp_d,U. 100,TTA,,Nude Clasp_d,No,Yes,C008
F05,http://www.ur-online.org/media_item/191488/,,,F05,,B08,,Spouted clay vase. Incised (=Granny),10183,PG. 778,"h. 360mm
Rim 90
Base 70",Spout_d Vase - Granny,No,No,C011,17249,of Enlarg_t
F13,http://www.ur-online.org/media_item/192768/,,,F13,,B08,,"Buff clay. Beard_d man- Brok at knees
Nude- Bell. Ityphallic- Holds 2 palms? 
Like armed god- but no horned milk.",1782,Dq.,84x29mm,"Nude, worshiper carrying palms (? handles with markings?) - Double rope belt",No,No,C004,15630,(174)=190,107
F20,http://www.ur-online.org/media_item/193024/,,,F20,,B08,,"Drab
Head only-mitre & beard.",3063,Dq.,,Armed god-Bull's ears,No,Yes,C045,,,
F29,http://www.ur-online.org/media_item/193280/,,,F29,,B08,,"Stool model
Sq. seat w cane centre.
2 legs broken",18263,Dq.,20x40,Stool,No,No,C024,,,
F39,http://www.ur-online.org/media_item/193536/,,,F39,,B08,,"Shoulders- 
Necklace-
Kaunakes robe with sleeves covering arms.",,,,,No,No,C007,,,
Ur Excavation Volumes Provisional,http://www.ur-online.org/media_item/1/,,,,,,,,,,,,,,,,,,Ur Excavation Volumes Provisional
8477,http://www.ur-online.org/media_item/181505/,,,,,,,,,,,,,,,,,,
8733,http://www.ur-online.org/media_item/181761/,,,,,,,,,,,,,,,,,,
PH,http://www.ur-online.org/media_item/189441/,Travel; Landscape; Sheep or Goat/s; Arabs; Car; Mountain; Tree,PH,F02,005b,B17,LP108,,,,,,,,,,,,
F46,http://www.ur-online.org/media_item/189953/,,,F46,,B08,,Nude Fem. clasp_d Head & Feet miss_g. Neckl. waist bangles. Between breasts a rosette on either side a vertical post(?) decorated at intervals w. a rosette.,7670,Dq.,w. 32.,Nude clasp_d-Rosettes,No,Yes,C028,,,,
F00A,http://www.ur-online.org/media_item/191233/,,,F00A,,B08,,Nude Fem. clasp_d over breast (prayer?) Head & feet miss_g,6948,KP.S,W. 50,Nude clasp_d,No,Yes,C009,,,,
F05,http://www.ur-online.org/media_item/191489/,,,F05,,B08,,"CF. Englarg_d 
Clay offe_g table",8245,"TTE 
PG.","d. 310 mm
h. 350
d. foot 290",Offer table,No,No,C012,17310,843,,
F13,http://www.ur-online.org/media_item/192769/,,,F13,,B08,,"about Loins - supporting a sheath on front-Long beard-braided-Turban or hairband. Feet broken off.
Moulded.",,,,,No,No,C004A,,,,
F20,http://www.ur-online.org/media_item/193025/,,,F20,,B08,,"Beard_d man, horn_d cap, hold_g
2 objects against sh. (Cairid fashion)
Flounc_d skirt. Mended-Whitish",1007.,Dq.,140mm,Armed-god,No,No,C046,,,,
F29,http://www.ur-online.org/media_item/193281/,,,F29,,B08,,Stool w. wicker work seat.,18707,Dq.,"Circ. 35
h. 25",Stool,No,No,C025,,,,
F39,http://www.ur-online.org/media_item/193537/,,,F39,,B08,,TC. relief Fr_t below waist. seated godess,1113,Railway Site,55mm,seat_d-Kaunakes,No,No,C008,31-16-910,,,
8734,http://www.ur-online.org/media_item/181762/,,,,,,,,,,,,,,,,,,
PH,http://www.ur-online.org/media_item/189442/,Travel; Landscape; Sheep or Goat/s; Arabs; Tree; Village,PH,F02,005c,B17,LP109,,,,,,,,,,,,
F46,http://www.ur-online.org/media_item/189954/,,,F46,,B08,,TC. relief. Nude fem. w. snood % neckl. H. clasp_d on breast Bold model_g Broken off at waist,16485,Dq.,h. 52mm,Nude clasp_d,Yes,No,C029,,1861,,
F00A,http://www.ur-online.org/media_item/191234/,,,F00A,,B08,,Mould_d Fr_t waist down. Fem.-Lower end turn_d up. creamy,1148,Dq.,l. 57,Nude Fem.,No,Yes,C010,,,,
F05,http://www.ur-online.org/media_item/191490/,,,F05,,B08,,cf Enlarg_d clay offer_g table,10748,PG. 895,,offer table,No,No,C013,B17245,,252,
F13,http://www.ur-online.org/media_item/192770/,,,F13,,B08,,"Mould_d broken below knees.
Beard_d fig. w. plait_d locks.
hold_g emblem in each. hand.",1329,Dq.,h.85,,Yes,No,C005,15630,(174=) 190,,
F20,http://www.ur-online.org/media_item/193026/,,,F20,,B08,,"Stand_g god, beard_d, horn_d cap
hold_g weapons.",18967,Brought in,h.70.,Armed god,No,No,C047,,,,
F29,http://www.ur-online.org/media_item/193282/,,,F29,,B08,,Stool w. wicker- work seat.,18708,Dq.,30x95 Circ.,Stool,No,No,C026,,,,
F39,http://www.ur-online.org/media_item/193538/,,,F39,,B08,,TC. Fig Pinkish ware. Fem. in flounc_d dress w. hands clasped-stal encrusted,3040,Dq.,,Dress_d-clasp_d- no emblem,Yes,No,C009,,421,,
Ur Albums Photo Provisional,http://www.ur-online.org/media_item/3/,,,,,,,,,,,,,,,,,,,Ur Albums Photo Provisional
8479,http://www.ur-online.org/media_item/181507/,,,,,,,,,,,,,,,,,,,
8735,http://www.ur-online.org/media_item/181763/,,,,,,,,,,,,,,,,,,,
PH,http://www.ur-online.org/media_item/189443/,Travel; People; Female; Male; Western Visitors; Modern; Tree,PH,F02,005d,B17,LP,,,,,,,,,,,,,
F00A,http://www.ur-online.org/media_item/191235/,,,F00A,,B08,,"Fem, Lower part trunk & legs only
Fine mould.",2719,,,Nude - clasp_d,No,Yes,C011,,,,,
F05,http://www.ur-online.org/media_item/191491/,,,F05,,B08,,"CF. Enlarg_d

Clay offering table",9237,PG 362,"h. 290
rim 340
base 240",offer table,No,No,C014,17311,,253,,
F13,http://www.ur-online.org/media_item/192771/,,,F13,,B08,,"Fr_t red. mould_d
Head & body. Beard_d man. hold_g whip (?) in rt. h.",1328,Dq,h.47.,"Nude man, holding 
[drawn symbol/also something crossed out]",No,No,C006,,,,,
F00A,http://www.ur-online.org/media_item/191238/,,,F00A,,B08,,Fr_t Head miss_g Hands clasped-over breast,6563,,100x38,Nude-Clasp_d,No,No,C014,,,,,,,,,,
F05,http://www.ur-online.org/media_item/191494/,,,F05,,B08,,"[229 circled top of note]
Two pottery crescents
The larger one w. incis_d lines",8323,"PG. 171
TTE",,Crescents,No,No,C017,16831,,,,,,,,,
F13,http://www.ur-online.org/media_item/192774/,,,F13,,B08,,"TC. relief. Nude man, w. horn_d head_d. & belt. Bearded full face-Hands to breast holding a fly-whisk (?) & a bird
Idem. F_t [notation questionable]
1315:15629
...:33-35-46",16990,"A.H. 
Upper level.",95mm,Nude Man - Holds bird & [drawing],No,Yes,C009,31-43-450,1855,,,,,,,,
F20,http://www.ur-online.org/media_item/193030/,,,F20,,B08,,"TC. relief. Beard_d god, horn_d head_d holds 2 staves against shoulders upper part only",1230,Dq,86x46mm,Armed god,Yes,No,C051,,192,,,,,,,,
F29,http://www.ur-online.org/media_item/193286/,,,F29,,B08,,,U. 1026,199,,Shrine door,Yes,No,C030,CBS. 15200,,,,,,,,,
F39,http://www.ur-online.org/media_item/193542/,,,F39,,B08,,"TC. complete. God_ss stand_g Full face ccurl_d hair, long flounc_d dress. h. clasp_d very long & slender",18034,Dq.,120x50mm,Woman God_s stand-Kaunak-clasp_d,No,No,C013,,2052,,,,,,,,
BM photo negative PS number,http://www.ur-online.org/media_item/7/,,,,,,,,,,,,,,,,,,,BM photo negative PS number,,,,,
8483,http://www.ur-online.org/media_item/181511/,,,,,,,,,,,,,,,,,,,,,,,,
8739,http://www.ur-online.org/media_item/181767/,,,,,,,,,,,,,,,,,,,,,,,,
10520,http://www.ur-online.org/media_item/183559/,,,,,,,,,,,,,,,,,,,,,,,,
PH,http://www.ur-online.org/media_item/189447/,Travel; Landscape; Desert,PH,F02,006b,B17,LP,,,,,,,,,,,,,,,,,,
F46,http://www.ur-online.org/media_item/189959/,,,F46,,B08,,TC. Nude fem. w. h. to breasts,17606,Dq.,110 mm,Nude?,Yes,No,C034,,2046,,,,,,,,
F00A,http://www.ur-online.org/media_item/191239/,,,F00A,,B08,,Nude Fem. Type. III. c.t complete but poor.,16440,Dq.,h. 105,Nude,No,No,C015,,,,,,,,,,
F05,http://www.ur-online.org/media_item/191495/,,,F05,,B08,,"[228 circled top of note]
crescent. Light coloured stone. Flat",8213,"PG. 159. 
TTE.",,Crescent,No,No,C018,16830,,,,,,,,,
F13,http://www.ur-online.org/media_item/192775/,,,F13,,B08,,"Nude god. Beard. Horn_d headdress-suppot_g
against the breast in the r.h. a short
curved club. and in the l. a bird",7550,"Larsa Level
E.M",Elbow to..62mm,,Yes,No,C010,,813,,,,,,,,
F20,http://www.ur-online.org/media_item/193031/,,,F20,,B08,,"TC. Fr_t waist up.
Beard_d God full face, high crown.
Carry_g flail?",18015,Dq,60x40mm,Armed god,No,No,C052,,2049,,,,,,,,
F29,http://www.ur-online.org/media_item/193287/,,,F29,,B08,,"Fr_t of round 3 leg table- stamp_d relief.
Flying dove before shrine gate- in an orchard",U. 1026,Dq.,80x30mm,,No,No,C031,CBS. 15200,,199,,,,,,,
F39,http://www.ur-online.org/media_item/193543/,,,F39,,B08,,TC. seat_d fem. in flounc_d d. complete. Bad impr.,18067,Dq.,75x50mm,Seat_d Fem-clasp_d-Kaunakes,No,No,C014,,2047,,,,,,,,
Ur Excavations VII; The  Old Babylonian Period,http://www.ur-online.org/media_item/8/,,,,,,,,,,,,,,,,,,Ur Excavations VII; The  Old Babylonian Period,,1976,"Woolley, L. and M. Mallowan",Oxford University Press,Oxford,
8484,http://www.ur-online.org/media_item/181512/,,,,,,,,,,,,,,,,,,,,,,,,
8740,http://www.ur-online.org/media_item/181768/,,,,,,,,,,,,,,,,,,,,,,,,
10521,http://www.ur-online.org/media_item/183560/,,,,,,,,,,,,,,,,,,,,,,,,
PH,http://www.ur-online.org/media_item/189448/,Travel; People; Africans; Female; Male; Tree; Car; Village,PH,F02,006c,B17,LP,,,,,,,,,,,,,,,,,,
F55,http://www.ur-online.org/media_item/189704/,,,F55,,B08,,,6745 D.,,,,Yes,No,C014,16234,,213,,,,,,,
F46,http://www.ur-online.org/media_item/189960/,,,F46,,B08,,TC. Nude Fem w. h. clasp_d below breats.-Good.high relief-Feet missing,17167,Dq.,h. 90 mm,Nude clasp_d,Yes,No,C035,,1894,,,,,,,,
F00A,http://www.ur-online.org/media_item/191240/,,,F00A,,B08,,"Nud e fem. Type III. C.G 
A-head only
B-complete except head. h.105
C-From hands up",16446,Dq.,,Nude,No,No,C016,,,,,,,,,,
F06,http://www.ur-online.org/media_item/191496/,,,F06,,B08,,"Arc H_d model_d
Man Nude bust _Weapons
Robe to feet
Heads
Draped Crescent
Shrine",,,,,No,No,C000,,,,,,,,,,
F13,http://www.ur-online.org/media_item/192776/,,,F13,,B08,,"TC. fig. broken below knees.
Beard_d nude god (?) Horn_d head_d supporting against breast in rt. h. a short curv_d club & in left a bird?",7550,"EM.
Larsa level.",elbow w.20mm.,Nude man-Bird & Club,Yes,No,C011,,813,,,,,,,,
F20,http://www.ur-online.org/media_item/193032/,,,F20,,B08,,"Upper part of clay relief. God w
horn_d head_d. & curved staff over
l. sh. standing between 2 tall symbols poles or weapons",1307,Dq.,45x42mm,"!
Armed God-2 clubs",Yes,Yes,C053,,190,,,,,,,,
F30,http://www.ur-online.org/media_item/193288/,,,F30,,B08,,"Mould
Dress_d Fem & Goddess 
Seated- Clasp_d -
Seated clasp_d. Mitre
Birds- Kaunak
Rosettes",,,,,No,Yes,C000,,,30,,,,,,,
Ur Excavations Texts V: Letters and Documents of the Old-Babylonian Period,http://www.ur-online.org/media_item/9/,,,,,,,,,,,,,,,,,,Ur Excavations Texts V: Letters and Documents of the Old-Babylonian Period,,1953,"Figulla, H.H., Martin, W.J.",British Museum Publications,London,
8485,http://www.ur-online.org/media_item/181513/,,,,,,,,,,,,,,,,,,,,,,,,
8741,http://www.ur-online.org/media_item/181769/,,,,,,,,,,,,,,,,,,,,,,,,
10522,http://www.ur-online.org/media_item/183561/,,,,,,,,,,,,,,,,,,,,,,,,
PH,http://www.ur-online.org/media_item/189449/,Travel; Landscape; Male; Donkey/s; Horse/s; Tree; Cart/s; Village,PH,F02,006d,B17,LP,,,,,,,,,,,,,,,,,,
F55,http://www.ur-online.org/media_item/189705/,,,F55,,B08,,,6745D,,,,Yes,No,C015,B. 16234,,213,,,,,,,
F00A,http://www.ur-online.org/media_item/191241/,,,F00A,,B08,,Nude fem. Type. V.I Broken at thighs. Poor,16447,Dq.,,Nude,No,No,C017,,,,,,,,,,
F06,http://www.ur-online.org/media_item/191497/,,,F06,,B08,,Red. Male head Y& torso-Neccklace. Head dr. miss_g Fem: Neckl?,2516,Dq.,,H_d model_d Arch male?,No,Yes,C001,,,,,,,,,,
F13,http://www.ur-online.org/media_item/192777/,,,F13,,B08,,"TC. Nude male, full face, beard_d.
Hands over breast, hold_g bird & litmus-Belt & apparent_y cod piece
& round top_d cap.
Broken away across calves.",18238,"x N.C.F
1932
in filling",73mm.,"Nude man belt
holds bird & litnus",No,No,C012,,2228,,,,,,,,
F20,http://www.ur-online.org/media_item/193033/,,,F20,,B08,,"TC. fig. moulded, partly h. model_d
Beard_d horned god
c.f. 16469 Ph. 1866 [note 2 drawings within this line of transcription]",16461,Dq.,90mm,"Plaque w bitumen!
        Arm-hanging  
Horn_d [drawing] God-H_d mould_d-",No,Yes,C054,31-43-436,1861,,,,,,,,
F30,http://www.ur-online.org/media_item/193289/,,,F30,,B08,,"TC. Nude fem. w h. clasp_d below breasts- Sun, moon & stars in field. 
Broken below hands
& 17172- Feather crown",17169,Dq.,95x50mm,Nude Clasp_d,No,Yes,C001,,1894,,,,,,,,
F39,http://www.ur-online.org/media_item/193545/,,,F39,,B08,,TC. relief-Drap_d fem. stand_g Full front. h. clasp_d below breasts,17103,Dq.,h. 110mm,Drap_d Fem. clasp_d,No,No,C016,,1862,,,,,,,,
Ur Excavations X; Seal Cylinders,http://www.ur-online.org/media_item/10/,,,,,,,,,,,,,,,,,,Ur Excavations X; Seal Cylinders,,1951,"Legrain, Leon, and Woolley, Leonard",Oxford University Press,Oxford,
